,@context,@id,@type,dc:date,dct:valid,odpt:carComposition,odpt:delay,odpt:destinationStation,odpt:frequency,odpt:fromStation,odpt:index,odpt:operator,odpt:originStation,odpt:railDirection,odpt:railway,odpt:toStation,odpt:trainNumber,odpt:trainOwner,odpt:trainType,owl:sameAs
104,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBEA,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.Takebashi,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,,A1453S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1453S
105,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE9,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.Nihombashi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.Nakano'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Kayabacho,A1457S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1457S
106,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBDBE,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:ToyoRapid.ToyoRapid.ToyoKatsutadai'],30.0,odpt.Station:TokyoMetro.Tozai.MonzenNakacho,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.Nakano'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Kiba,A1464T,odpt.Operator:ToyoRapid,odpt.TrainType:TokyoMetro.Rapid,odpt.Train:TokyoMetro.Tozai.A1464T
107,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE7,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.MinamiSunamachi,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,,A1411K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1411K
108,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE6,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.Kasai,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.Nakano'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,,A1421S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1421S
109,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE4,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.Gyotoku,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,,A1443S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1443S
110,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE5,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:ToyoRapid.ToyoRapid.ToyoKatsutadai'],30.0,odpt.Station:TokyoMetro.Tozai.BarakiNakayama,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.Nakano'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.NishiFunabashi,A1456T,odpt.Operator:ToyoRapid,odpt.TrainType:TokyoMetro.Rapid,odpt.Train:TokyoMetro.Tozai.A1456T
111,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBBE3,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],30.0,odpt.Station:TokyoMetro.Tozai.NishiFunabashi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.Nakano'],odpt.RailDirection:TokyoMetro.NishiFunabashi,odpt.Railway:TokyoMetro.Tozai,,A1452T,odpt.Operator:ToyoRapid,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.A1452T
112,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC5,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],30.0,odpt.Station:TokyoMetro.Tozai.NishiFunabashi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,,B1539S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1539S
113,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC3,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.BarakiNakayama,,odpt.Operator:TokyoMetro,['odpt.Station:ToyoRapid.ToyoRapid.ToyoKatsutadai'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Myoden,B1462T,odpt.Operator:ToyoRapid,odpt.TrainType:TokyoMetro.Rapid,odpt.Train:TokyoMetro.Tozai.B1462T
114,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC4,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.Gyotoku,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.MinamiGyotoku,B1560T,odpt.Operator:ToyoRapid,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1560T
115,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC2,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],30.0,odpt.Station:TokyoMetro.Tozai.Kasai,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,,B1445S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1445S
116,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC1,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.MinamiSunamachi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Toyocho,B1441S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1441S
117,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCC0,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.Kiba,,odpt.Operator:TokyoMetro,['odpt.Station:ToyoRapid.ToyoRapid.ToyoKatsutadai'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.MonzenNakacho,B1415S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Rapid,odpt.Train:TokyoMetro.Tozai.B1415S
118,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCBF,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],30.0,odpt.Station:TokyoMetro.Tozai.Nihombashi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,,B1429S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1429S
119,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBEDE,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.Takebashi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Kudanshita,B1403K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1403K
120,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCBD,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.Kagurazaka,,odpt.Operator:TokyoMetro,['odpt.Station:ToyoRapid.ToyoRapid.ToyoKatsutadai'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,,B1463S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Rapid,odpt.Train:TokyoMetro.Tozai.B1463S
121,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBEE6,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:JR-East.ChuoSobuLocal.Mitaka'],30.0,odpt.Station:TokyoMetro.Tozai.Takadanobaba,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,,B1427S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1427S
122,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBCBB,odpt:Train,2018-09-17T15:11:44+09:00,2018-09-17T15:12:14+09:00,,0.0,['odpt.Station:TokyoMetro.Tozai.Nakano'],30.0,odpt.Station:TokyoMetro.Tozai.Ochiai,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Tozai.NishiFunabashi'],odpt.RailDirection:TokyoMetro.Nakano,odpt.Railway:TokyoMetro.Tozai,odpt.Station:TokyoMetro.Tozai.Nakano,B1447S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Tozai.B1447S
123,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB957,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],30.0,odpt.Station:TokyoMetro.Chiyoda.KitaAyase,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.KitaAyase'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Ayase,A1598S1,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.A1598S1
124,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9FB,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:Odakyu.Odawara.SeijogakuenMae'],30.0,odpt.Station:TokyoMetro.Chiyoda.KitaSenju,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.JobanLocal.Abiko'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Machiya,A1405K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.SemiExpress,odpt.Train:TokyoMetro.Chiyoda.A1405K
125,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9FA,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],30.0,odpt.Station:TokyoMetro.Chiyoda.NishiNippori,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,,A1549S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.A1549S
126,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F9,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:Odakyu.Odawara.MukogaokaYuen'],30.0,odpt.Station:TokyoMetro.Chiyoda.Nezu,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.JobanLocal.Abiko'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Yushima,A1421S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.SemiExpress,odpt.Train:TokyoMetro.Chiyoda.A1421S
127,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F8,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],30.0,odpt.Station:TokyoMetro.Chiyoda.Otemachi,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,,A1417S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.A1417S
128,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F7,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:Odakyu.Odawara.SeijogakuenMae'],30.0,odpt.Station:TokyoMetro.Chiyoda.Hibiya,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.JobanLocal.Abiko'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Kasumigaseki,A1425K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.SemiExpress,odpt.Train:TokyoMetro.Chiyoda.A1425K
129,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F6,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],30.0,odpt.Station:TokyoMetro.Chiyoda.Akasaka,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,,A1405S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.A1405S
130,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F5,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:Odakyu.Odawara.MukogaokaYuen'],30.0,odpt.Station:TokyoMetro.Chiyoda.OmoteSando,,odpt.Operator:TokyoMetro,['odpt.Station:JR-East.JobanLocal.Abiko'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,,A1401K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.SemiExpress,odpt.Train:TokyoMetro.Chiyoda.A1401K
131,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FB9F4,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],30.0,odpt.Station:TokyoMetro.Chiyoda.YoyogiKoen,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],odpt.RailDirection:TokyoMetro.YoyogiUehara,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara,A1417K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.A1417K
132,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB28,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:JR-East.JobanLocal.Toride'],30.0,odpt.Station:TokyoMetro.Chiyoda.YoyogiKoen,,odpt.Operator:TokyoMetro,['odpt.Station:Odakyu.Odawara.SeijogakuenMae'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1423K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1423K
133,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB27,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],30.0,odpt.Station:TokyoMetro.Chiyoda.OmoteSando,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1527S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1527S
134,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB26,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:JR-East.JobanLocal.Abiko'],30.0,odpt.Station:TokyoMetro.Chiyoda.Akasaka,,odpt.Operator:TokyoMetro,['odpt.Station:Odakyu.Odawara.MukogaokaYuen'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1429S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1429S
135,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB25,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],30.0,odpt.Station:TokyoMetro.Chiyoda.Hibiya,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1415S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1415S
136,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB24,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:JR-East.JobanLocal.Abiko'],30.0,odpt.Station:TokyoMetro.Chiyoda.ShinOchanomizu,,odpt.Operator:TokyoMetro,['odpt.Station:Odakyu.Odawara.SeijogakuenMae'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1413K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1413K
137,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB23,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],30.0,odpt.Station:TokyoMetro.Chiyoda.Nezu,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Sendagi,B1457E,odpt.Operator:Odakyu,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1457E
138,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB22,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:JR-East.JobanLocal.Toride'],30.0,odpt.Station:TokyoMetro.Chiyoda.NishiNippori,,odpt.Operator:TokyoMetro,['odpt.Station:Odakyu.Odawara.MukogaokaYuen'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.Machiya,B1411S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1411S
139,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB21,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],30.0,odpt.Station:TokyoMetro.Chiyoda.Machiya,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.KitaSenju,B1431K,odpt.Operator:JR-East,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1431K
140,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBB20,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:JR-East.JobanLocal.Abiko'],30.0,odpt.Station:TokyoMetro.Chiyoda.Ayase,,odpt.Operator:TokyoMetro,['odpt.Station:Odakyu.Odawara.SeijogakuenMae'],odpt.RailDirection:TokyoMetro.Ayase,odpt.Railway:TokyoMetro.Chiyoda,,B1445S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1445S
141,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FBA81,odpt:Train,2018-09-17T15:11:42+09:00,2018-09-17T15:12:12+09:00,,0.0,['odpt.Station:TokyoMetro.Chiyoda.KitaAyase'],30.0,odpt.Station:TokyoMetro.Chiyoda.Ayase,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Chiyoda.Ayase'],odpt.RailDirection:TokyoMetro.KitaAyase,odpt.Railway:TokyoMetro.Chiyoda,odpt.Station:TokyoMetro.Chiyoda.KitaAyase,B1596S1,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Chiyoda.B1596S1
142,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FE1A4,odpt:Train,2018-09-17T15:11:45+09:00,2018-09-17T15:12:15+09:00,,0.0,['odpt.Station:TokyoMetro.Namboku.AkabaneIwabuchi'],30.0,odpt.Station:TokyoMetro.Namboku.Shirokanedai,,odpt.Operator:TokyoMetro,['odpt.Station:Tokyu.Meguro.Hiyoshi'],odpt.RailDirection:TokyoMetro.AkabaneIwabuchi,odpt.Railway:TokyoMetro.Namboku,,A1438S,odpt.Operator:TokyoMetro,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Namboku.A1438S
143,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FDF74,odpt:Train,2018-09-17T15:11:45+09:00,2018-09-17T15:12:15+09:00,,0.0,['odpt.Station:Toei.Mita.NishiTakashimadaira'],30.0,odpt.Station:TokyoMetro.Namboku.ShirokaneTakanawa,,odpt.Operator:TokyoMetro,['odpt.Station:Tokyu.Meguro.Hiyoshi'],odpt.RailDirection:TokyoMetro.ShirokaneTakanawa,odpt.Railway:TokyoMetro.Namboku,,A1455T,odpt.Operator:Toei,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Namboku.A1455T
144,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000031FDF73,odpt:Train,2018-09-17T15:11:45+09:00,2018-09-17T15:12:15+09:00,,0.0,['odpt.Station:SaitamaRailway.SaitamaRailway.UrawaMisono'],30.0,odpt.Station:TokyoMetro.Namboku.AzabuJuban,,odpt.Operator:TokyoMetro,['odpt.Station:TokyoMetro.Namboku.ShirokaneTakanawa'],odpt.RailDirection:TokyoMetro.AkabaneIwabuchi,odpt.Railway:TokyoMetro.Namboku,odpt.Station:TokyoMetro.Namboku.RoppongiItchome,A1582M,odpt.Operator:SaitamaRailway,odpt.TrainType:TokyoMetro.Local,odpt.Train:TokyoMetro.Namboku.A1582M
