,@context,@id,@type,dc:date,odpt:operator,odpt:passengerSurveyObject,odpt:railway,odpt:station,owl:sameAs
0,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027A,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 9180}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.AnamoriInari'],odpt.PassengerSurvey:Keikyu.AnamoriInari
1,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027B,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 2419}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Anjinzuka'],odpt.PassengerSurvey:Keikyu.Anjinzuka
2,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027C,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 21473}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.AomonoYokocho'],odpt.PassengerSurvey:Keikyu.AomonoYokocho
3,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027D,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 9044}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Byobugaura'],odpt.PassengerSurvey:Keikyu.Byobugaura
4,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027E,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 14940}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Gumyoji'],odpt.PassengerSurvey:Keikyu.Gumyoji
5,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320027F,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 44756}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.HanedaAirportDomesticTerminal'],odpt.PassengerSurvey:Keikyu.HanedaAirportDomesticTerminal
6,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200280,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 12820}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.HanedaAirportInternationalTerminal'],odpt.PassengerSurvey:Keikyu.HanedaAirportInternationalTerminal
7,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200281,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8038}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.HatchoNawate'],odpt.PassengerSurvey:Keikyu.HatchoNawate
8,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200282,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 23999}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Heiwajima'],odpt.PassengerSurvey:Keikyu.Heiwajima
9,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200283,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 2644}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Hemi'],odpt.PassengerSurvey:Keikyu.Hemi
10,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200284,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 6348}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Higashimonzen'],odpt.PassengerSurvey:Keikyu.Higashimonzen
11,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200285,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 14031}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Hinodecho'],odpt.PassengerSurvey:Keikyu.Hinodecho
12,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200286,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 6271}]","['odpt.Railway:Keikyu.Kurihama', 'odpt.Railway:Keikyu.Main']","['odpt.Station:Keikyu.Kurihama.Horinouchi', 'odpt.Station:Keikyu.Main.Horinouchi']",odpt.PassengerSurvey:Keikyu.Horinouchi
13,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200287,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 14464}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Idogaya'],odpt.PassengerSurvey:Keikyu.Idogaya
14,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200288,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3576}]",['odpt.Railway:Keikyu.Zushi'],['odpt.Station:Keikyu.Zushi.Jimmuji'],odpt.PassengerSurvey:Keikyu.Jimmuji
15,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200289,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3432}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KagetsuenMae'],odpt.PassengerSurvey:Keikyu.KagetsuenMae
16,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028A,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 72226}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Kamiooka'],odpt.PassengerSurvey:Keikyu.Kamiooka
17,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028C,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 9650}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KanagawaShimmachi'],odpt.PassengerSurvey:Keikyu.KanagawaShimmachi
18,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028B,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 2315}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Kanagawa'],odpt.PassengerSurvey:Keikyu.Kanagawa
19,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028D,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 35228}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KanazawaBunko'],odpt.PassengerSurvey:Keikyu.KanazawaBunko
20,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028E,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 29527}]","['odpt.Railway:Keikyu.Main', 'odpt.Railway:Keikyu.Zushi']","['odpt.Station:Keikyu.Main.KanazawaHakkei', 'odpt.Station:Keikyu.Zushi.KanazawaHakkei']",odpt.PassengerSurvey:Keikyu.KanazawaHakkei
21,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320028F,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8900}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Kawasakidaishi'],odpt.PassengerSurvey:Keikyu.Kawasakidaishi
22,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200290,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 31135}]","['odpt.Railway:Keikyu.Airport', 'odpt.Railway:Keikyu.Main']","['odpt.Station:Keikyu.Airport.KeikyuKamata', 'odpt.Station:Keikyu.Main.KeikyuKamata']",odpt.PassengerSurvey:Keikyu.KeikyuKamata
23,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200291,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 64548}]","['odpt.Railway:Keikyu.Daishi', 'odpt.Railway:Keikyu.Main']","['odpt.Station:Keikyu.Daishi.KeikyuKawasaki', 'odpt.Station:Keikyu.Main.KeikyuKawasaki']",odpt.PassengerSurvey:Keikyu.KeikyuKawasaki
24,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200292,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 21834}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.KeikyuKurihama'],odpt.PassengerSurvey:Keikyu.KeikyuKurihama
25,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200293,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3638}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.KeikyuNagasawa'],odpt.PassengerSurvey:Keikyu.KeikyuNagasawa
26,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200294,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 2546}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KeikyuOtsu'],odpt.PassengerSurvey:Keikyu.KeikyuOtsu
27,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200295,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 4258}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KeikyuShinkoyasu'],odpt.PassengerSurvey:Keikyu.KeikyuShinkoyasu
28,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200296,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 6453}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KeikyuTaura'],odpt.PassengerSurvey:Keikyu.KeikyuTaura
29,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200297,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 11510}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KeikyuTomioka'],odpt.PassengerSurvey:Keikyu.KeikyuTomioka
30,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200298,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 16230}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.KeikyuTsurumi'],odpt.PassengerSurvey:Keikyu.KeikyuTsurumi
31,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C00000000000001000003200299,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 6259}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Kenritsudaigaku'],odpt.PassengerSurvey:Keikyu.Kenritsudaigaku
32,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029A,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 13281}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.Kitakurihama'],odpt.PassengerSurvey:Keikyu.Kitakurihama
33,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029B,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 4814}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Kitashinagawa'],odpt.PassengerSurvey:Keikyu.Kitashinagawa
34,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029C,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 11444}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Koganecho'],odpt.PassengerSurvey:Keikyu.Koganecho
35,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029D,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 10955}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Kojimashinden'],odpt.PassengerSurvey:Keikyu.Kojimashinden
36,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029E,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 13436}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.Kojiya'],odpt.PassengerSurvey:Keikyu.Kojiya
37,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C0000000000000100000320029F,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3876}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Koyasu'],odpt.PassengerSurvey:Keikyu.Koyasu
38,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A0,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 4616}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Maborikaigan'],odpt.PassengerSurvey:Keikyu.Maborikaigan
39,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A1,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8882}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Minamiota'],odpt.PassengerSurvey:Keikyu.Minamiota
40,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A2,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 4017}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Minatocho'],odpt.PassengerSurvey:Keikyu.Minatocho
41,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A3,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8918}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.Misakiguchi'],odpt.PassengerSurvey:Keikyu.Misakiguchi
42,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A4,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 5804}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.Miurakaigan'],odpt.PassengerSurvey:Keikyu.Miurakaigan
43,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A5,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8187}]",['odpt.Railway:Keikyu.Zushi'],['odpt.Station:Keikyu.Zushi.Mutsuura'],odpt.PassengerSurvey:Keikyu.Mutsuura
44,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A6,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 11634}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Nakakido'],odpt.PassengerSurvey:Keikyu.Nakakido
45,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A7,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 14968}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Namamugi'],odpt.PassengerSurvey:Keikyu.Namamugi
46,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A8,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 15346}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Nokendai'],odpt.PassengerSurvey:Keikyu.Nokendai
47,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002A9,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 7361}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Omorikaigan'],odpt.PassengerSurvey:Keikyu.Omorikaigan
48,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AA,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 10721}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Omorimachi'],odpt.PassengerSurvey:Keikyu.Omorimachi
49,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AB,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 21076}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Oppama'],odpt.PassengerSurvey:Keikyu.Oppama
50,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AC,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 15201}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.Otorii'],odpt.PassengerSurvey:Keikyu.Otorii
51,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AD,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8006}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Rokugodote'],odpt.PassengerSurvey:Keikyu.Rokugodote
52,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AE,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 5435}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Samezu'],odpt.PassengerSurvey:Keikyu.Samezu
53,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002AF,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 5262}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Sangyodoro'],odpt.PassengerSurvey:Keikyu.Sangyodoro
54,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B0,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 99159}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Sengakuji'],odpt.PassengerSurvey:Keikyu.Sengakuji
55,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B1,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8488}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Shimbamba'],odpt.PassengerSurvey:Keikyu.Shimbamba
56,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B2,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 142331}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Shinagawa'],odpt.PassengerSurvey:Keikyu.Shinagawa
57,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B3,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3503}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.Shinotsu'],odpt.PassengerSurvey:Keikyu.Shinotsu
58,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B4,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 12680}]",['odpt.Railway:Keikyu.Zushi'],['odpt.Station:Keikyu.Zushi.Shinzushi'],odpt.PassengerSurvey:Keikyu.Shinzushi
59,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B5,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 10569}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Shioiri'],odpt.PassengerSurvey:Keikyu.Shioiri
60,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B6,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 17357}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Sugita'],odpt.PassengerSurvey:Keikyu.Sugita
61,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B7,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 5017}]",['odpt.Railway:Keikyu.Daishi'],['odpt.Station:Keikyu.Daishi.Suzukicho'],odpt.PassengerSurvey:Keikyu.Suzukicho
62,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B8,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 9646}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Tachiaigawa'],odpt.PassengerSurvey:Keikyu.Tachiaigawa
63,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002B9,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 9762}]",['odpt.Railway:Keikyu.Airport'],['odpt.Station:Keikyu.Airport.Tenkubashi'],odpt.PassengerSurvey:Keikyu.Tenkubashi
64,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002BA,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 8069}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Tobe'],odpt.PassengerSurvey:Keikyu.Tobe
65,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002BB,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 3306}]",['odpt.Railway:Keikyu.Kurihama'],['odpt.Station:Keikyu.Kurihama.Tsukuihama'],odpt.PassengerSurvey:Keikyu.Tsukuihama
66,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002BC,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 10545}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.TsurumiIchiba'],odpt.PassengerSurvey:Keikyu.TsurumiIchiba
67,http://vocab.odpt.org/context_odpt.jsonld,urn:ucode:_00001C000000000000010000032002BD,odpt:PassengerSurvey,2018-07-27T16:00:00+09:00,odpt.Operator:Keikyu,"[{'odpt:surveyYear': 2017, 'odpt:passengerJourneys': 7969}]",['odpt.Railway:Keikyu.Main'],['odpt.Station:Keikyu.Main.Umeyashiki'],odpt.PassengerSurvey:Keikyu.Umeyashiki
